review text,rating,vader_label,distilbert_label,distilbert_confidence,rating_based_truth
"Overview:  I used to work for Vitamin World and always wanted to try this product that was on the shelves, however, our employee discount didn't cover brands that weren't manufactured by us, so I never really gave it a shot.<br /><br />However, I recently just moved to college, and using RAW Meal has been a miracle.  With little money and little time for food preparation and shopping, I want something in a jiffy and something cheap.<br /><br />I know what you're thinking, this stuff is NOT cheap.  It's actually a good deal considering that you replace an entire meal (which could cost between 5 to 20 dollars if you eat out) with just a scoop of RAW Meal with a banana, ice, and some almond milk.  It fixes up in only 5 minutes total with my magic bullet with just a cup to wash afterwards, and the total cost is never over 2 dollars a pop.<br /><br />Another thing about being in college, I've been able to pay attention, focus, and study harder since I've started taking RAW Meal instead of eating the food available around my college campus.<br /><br />Flavor:  I was pleasantly surprised with this product.  I never mix this with only water, so no comment on that. When it first hits your tongue you might think it's a weird flavor, but as you continue to chug it down, the bad flavor goes away and you can taste the chocolate flavor.  This is in no way a chocolate milk shake from a diner though. I however do have two usual recipes for the chocolate RAW Meal: 1 scoop of RAW Meal Chocolate, 1 Banana, 4 ice cubes, quarter cup of almond milk, blend. OR, 1 scoop RAW Meal Chocolate, 1 Tablespoon PB2 or PB2 Chocolate, 4 ice cubes, quarter cup almond milk.  I also add whatever supplement I feel like having (inositol powder if I'm going to do a lot of homework, or BCAA/Glutamine/D-Ribose powder if I'm going to workout). For the vanilla RAW Meal, I do strawberries and bananas, oranges, and other fruits along with ice and almond milk.<br /><br />Ingredients:  Everything in here is raw and organic, and it's mostly sprouted grains. Because of the diversity of ingredients, you are getting high quality protein that includes all amino acids, unlike a lot of other protein powders that have lower quality protein content.<br /><br />Value: The original RAW Meal is only 28 dollars right now, while the Chocolate and Vanilla variants are 40 dollars... I would like to see Choco/Vanilla drop to 28 dollars as well... 'nuff said.<br /><br />I would recommend getting this if you truly plan on replacing a meal (or meals) with this.  If you still plan on eating 3 square full meals a day, then look for other superfood supplements -- this one is a meal replacement, and you're just adding too many calories if you want this as a snack.<br /><br />Overall: I would recommend this product.",4,positive,positive,0.5,positive
"I purchased the flavor mix pack a few months back.  It wasn't from this link, but I assume this is the same product.  I will agree that it is very frustrating they don't tell you exactly what it is.  This is the review I posted - hope it helps.<br /><br />I just wanted to leave a note of what the composition of the Mixed Flavors pack looked like. I had a hard time finding information on what exactly I'd get. I'm sure they change could change this from time to time, but this is what I had:<br /><br />""Roctane"" Gu packets (1 each): Blueberry Pomegranate, Vanilla Orange, Cherry Lime, Pineapple. These are the high endurance packets. The Blueberry Pom and Vanilla Orange are both double caffeine, Cherry Lime is normal caffeine and the Pineapple has no caffeine.<br /><br />Regular Gu Packets had 3 of Chocalate Outrage and Vanilla Bean. The rest had two of each flavor: Strawberry Banana, TriBerry, Expresso Love, Mandarin Orange, Jet Blackberry, Mint Chocolate, Lemon Sublime. The Strawberry Banana, Mint Chocolate, and Lemon Sublime have no caffeine, while Jet Blackberry and Expresso Love are double caffeine - everything else is normal caffeine.<br /><br />If you're looking to shake it up or find a favorite flavor, I think this is a good buy. I don't know that Gu is the best energy gel out there - I actually think everyone just has to find out what they like in taste and texture and what their stomach can handle. I've had good luck with Gu myself and I look forward to trying all the flavors.",5,positive,positive,0.9384970664978027,positive
"I have been extremely happy with this Columela oil!  I use a tremendous amount of olive oil in my cooking and I do cook a lot for a lot of people.  For the price, you simply cannot beat this product.  Now I will be the first to admit that you can spend quite a lot of money and buy oil that is far superior to this particular product, but let's face it, in these days and times, cost is a factor!<br /><br />I would strongly suggest that you purchase a couple bottles of this oil and then a few various brands at your local supermarket and make a taste test.  You will be absolutely shocked at the difference.  There simply is no comparison.  This oil has a full taste and the fragrance is wonderful.  Unlike many of the supermarket varieties, you will find this Columela does not leave that particular yucky after taste you so often get.<br />I have shopped and shopped and have been unable to find this product in any store in our area (gulf coast) and have also checked several story in a few larger cities on the west coast...no luck!  Amazon is indeed doing us a big favor in offering this brand.",5,positive,positive,0.9987010955810547,positive
I really enjoy this tea. It is a nice big cake and very well packaged. I was so impressed upon its arrival. I brewed my first pot and it was so smooth and delicious. I will order more! It would make a wonderful gift. This tea is also very healthy for you.,5,positive,positive,0.999883770942688,positive
"Great Product. I have one jar in the kitchen. It doesn't spoil so one less thing in the fridge. I use it as a high heat oil for saute veggies. It works well and leaves a very light coconut flavor.<br /><br />The other jar is in my bathroom. I use it on my skin instead of body lotion. Best ever! A little goes a long way. Can also be used on your hair - condition with some oil, then wash and rinse.<br /><br />I love it",5,positive,positive,0.9991699457168579,positive
This candy is AWESOME... read my review I posted on the 5LB bag page. And while you are at it... buy the 5# bag ... they are way cheaper. This 12 pack ends up being only 3.75 LBS and costs $12.50 and the 5LB bag is only $13.00 as of this review.,5,neutral,negative,0.8829885125160217,positive
"The new Sweethearts are here.<br /><br />Yellow is now lemon instead of banana.<br /><br />Green is now apple instead of lime.<br /><br />There is no white heart.<br /><br />The pink one, formerly cherry, is now strawberry.<br /><br />The purple one almost tastes like the old one (medicine), but not exactly.<br /><br />There is a blue one and it tastes like chemicals.<br /><br />The taste for all of the flavors ranges from 'soap-like' to 'chemical-infused'.<br /><br />Why mess with a classic?  Nothing was wrong with the old flavors, but this new candy is too horrible to eat.  I could not finish the bag.",1,negative,negative,0.996898889541626,negative
Why would I pay almost three times as much for the product plus shipping when I can purchase in the store for $12.99 for a 6 pack or directly from Fiji for half the price?!???!?<br /> Could this be a misprint?,1,negative,negative,0.9993979930877686,negative
"They pick up poop well. I especially like the bright color, which draws attention to would be evil doers that you have a bag of poop ready in case they get out of line.  Cheaper at amazon than target, petsmart or other places online.",5,positive,positive,0.9978289008140564,positive
"My little dog who's rather picky about his treats absolutely loves Greenies REGULAR.  As he's getting older, I thought I'd go for the LITE since I'm sure regular Greenies have a lot higher calories.  So I bought Greenies LITE (teenie, 96 pack) and he sniffed at the first one and literally pushed it away with his nose and several more attempts have gone unsuccessful and I've been just handing them out to my friends' less-picky dogs.  Had to buy a tub of Greenies regular and surely enough, he sniffed at it, did his dance, grabbed it and ran away (well, he was so happy he skipped away) with it.  When I smell it, the regular definitely smells better/more appetizing whereas the LITE has the blah~ smell to it.  So if your dog already had a taste of regular Greenies, I suggest you stick with the regular.",1,positive,negative,0.9983964562416077,negative
"This is a great tasting Ginger Beer, very full flavored and strong as it should be. Children will not like this soda, but grownups will, well if you like ginger. Also makes a good mixer for adult drinks.",5,positive,positive,0.9998045563697815,positive
This same pack can be found at several retailers for half of this price!  It's full retail price at Keurig is only $15.45.  I would like to try it but will be buying it somewhere else.,1,positive,negative,0.9989014863967896,negative
"I have been using this in my morning smoothie every day for a month now. And all I can say is...well, I have more natural, clean energy that lasts all day, and my digestion,hormone balance and sleep is MUCH better! I'm buying the bigger jar when I run out of this. Oh, and I keep my jar in the freezer and believe that makes a difference in freshness and quality!<br /><br />My suggested recipe:<br /><br />1 scoop Chocolate Amazing Grass<br />4-6 oz milk of your choice (I was using Soymilk, but now use Silk's Original Coconut Milk).<br />Ice<br />Splash of Orange Juice<br />Half a banana, and/or a few berries of your choice<br />1 Tbs. Almond Butter or Peanut Butter (optional)<br /><br />Makes one 16-oz serving. (or two 8 oz servings).<br /><br />YUM!",5,positive,positive,0.6308453679084778,positive
Drinking this tea in the morning before you go to work is like being up 4 to nothing in the 2nd inning.....yes sometimes I still lose the game....but being up 4 nil every morning I win far more then i lose.,5,positive,negative,0.994440495967865,positive
"OMG, I tasted this at a grocery store sampling table and nearly swooned.  Not recommended for folks who want to stay skinny, but if you're just looking for something totally delish to nom on, you've found it.  Once you realize how addictive it is, send me the leftovers, K?",5,neutral,positive,0.995384156703949,positive
"Here's how to get the best results:<br /><br />1. Open the package and dump into a sieve and run under very cold water for at least 60 seconds to rinse away seafood aroma.<br /><br />2.Using scissors, snip the nooodles at least twice to create a shorter nooodle that is easier to manage.<br /><br />3.""Dry fry"" the noodles in a non-stick skillet until all the excess water has evaporated, the nooodles are now ready to absorb the flavor of your desired sauce, pesto, ragu, garlic olive oil, etc. like a sponge...<br /><br />4. Add your sauce and other ingredients and cook for at least 4-5 minutes to let flavors develop...you can't overcook these noodles because they are very different from traditional wheat pasta...<br /><br />5.  If you follow these instructions, you will get the best results, if you don't, you will have a watery, tasteless experience...refrigerate leftovers, do not freeze leftovers...",5,positive,negative,0.9864393472671509,positive
"I ordered this marzipan last Christmas, amazed by the great deal that I had found.<br /><br />Unfortunately, the old addage is true:  you get what you pay for.<br /><br />This marzipan is made with corn syrup instead of sugar, has a low almond content, and is flavored with a hint of citrus that masks any almond flavor whatsoever.  I may as well have been eating lemon-scented glue sticks.<br /><br />Even more interesting is that I froze the unused marzipan in the same bag with a 'better' variety.  Within three months this marzipan had taken on a freezer taste, whereas the higher grade marzipan still tastes great even one year later.  They were both in the same bag together, so it can only be the ingredients themselves that didn't hold up.<br /><br />I will never buy cheap marzipan again, and I have thrown out the bulk marzipan that I purchased from this company.",1,positive,negative,0.9903560876846313,negative
"Unless you are buying your peanut butter fresh ground in the little plastic tubs or some smaller brand, you probably get one of the Smucker's/Laura Scudder's jar from your super market. This fits those perfectly and greatly simplifies/enhances the mixing experience. It does a much better job than I had with a butter knife or a plastic chopstick, not to mention the mess it avoids. I would even say it made the peanut butter taste better since the consistency throughout the jar was more even from the mixing. To store and protect the device, I just saved one of the empty jars and keep it on there in the cupboard. That way, too, my wife will remember what it's for and not toss it in the next garage sale. ;-)",5,positive,positive,0.9950373768806458,positive
"The coffee machine is probably the best coffee maker I've ever used, so long as you use their coffee Senseo Douwe Egberts pods.  I purchased my coffee maker from Target...what a disaster since they don't keep consistent stock of the recommended coffee pods for this coffee maker.  I now purchase my pods from Amazon...they are dependable, in-stock and tax free.",5,positive,negative,0.9961369633674622,positive
"I grew up with Brooks Tangy Ketchup in my home and anything else always seemed sub par. My preference for Brooks carried over into adulthood. When the local WalMart quit carrying Brooks Tangy Ketchup, I was able to get it at a local grocery. Although more expensive overall than WalMart, I would go to the local grocery explicitly to get Brooks Tangy Ketchup. Today I stopped in, and there was none on the shelf. I inquired and sadly, they no longer carry it. Upon returning home I immediately went to the internet and found it is still available. That's a good thing. But it is interesting to note that there is obviously a very loyal fan base for the product so why did it disappear from the grocery shelves?<br /><br />I hope it comes back to the grocery, but at least it is now available online.",5,positive,negative,0.882451057434082,positive
"Absolutely so much healthier than any other instant noodles!<br />I am a Korean, and this is absolutely my favorite of all time. Easy to prepare, noodles not fried, savory broth, and yummmy!<br />I'm so glad that this is available at amazon.com!",5,positive,positive,0.9993884563446045,positive
"We have deer, rabbits, groundhogs, and probably a few other critters that love to get into our garden. I bought this fence energizer to keep them out, and it works very well. However, I'm having second thoughts about the continuous current. One of my fence lines is just a few inches above the ground to keep out rabbits and groundhogs. The other day I found a dead starling under it. I don't really feel too bad about the starling ... it has been pulling up seedlings ... but it made me realize that small animals probably can't escape the strong, constant shock. Some other chargers use a pulsing current, and they may give the same animals a chance to break free and get away.<br /><br />I will continue to monitor this. All it will take will be one dead rabbit and my wife will insist that the charger be removed. As is, I am running it only at night to minimize the chances of accidently shocking a pet or person!<br /><br />If you intend to use a low fence wire, or if you are going to use it where kids might touch it, consider a pulsing fence energizer.",4,negative,negative,0.8879863619804382,positive
"Have been a vegan for a while and tried some other vegan brands and didn't like them. These are awesome! Taste just like regular marshmallows, have a great texture, they melt perfectly, you can cook with them, and all without the nasty gelatin! I can't wait for amazon to get them in. Wish I could order them today!  :) Definitely try these!!!! You won't be sorry :)",5,positive,positive,0.9986733198165894,positive
After trusting in this product and brand I was very angry when I found out it was labeled Organic while the can is laced with BPA. I emailed the company and got a statement saying the FDA recognizes BPA as being safe.<br /><br />I was so discusted with there response the wording was cold and filled with Corprate mumbo jumbo and not<br />at all consumer friendly.<br /><br />I will be sticking to glass jars from now on.,1,negative,negative,0.9994331002235413,negative
I haven't done a side by side taste test but I've tried several brands of white truffle oil and this is as good as any of them.  White truffle oil can take an ordinary dish up to that next level.  I always try to keep some on hand.,5,positive,positive,0.9964187145233154,positive
"The worst thing is that they do not list the fact this is a 70% Robusto / 30% Arabica blend.<br />I do not like Robusto coffee at all. It has the taste of smelly socks. This is personal preference.<br />Since this coffee did NOT list that it is a Robusto blend and had such great reviews from many people (who obviously like Robusto coffee) I purchased it. I am dissatisfied with it and the item is not what I expected.<br />Since I was not able to return it, I opened one package.<br />Just for people to be aware.",1,negative,negative,0.9991432428359985,negative
I was looking for an alternative to the expensive senseo pods in the store and online.  The Community Coffee is delicious and the pods are individually wrapped so when you open the package they stay fresher longer.,5,positive,positive,0.9992734789848328,positive
My wife and I love garden rolls at our favorite Thai Restuarant. We were looking for the wraps so we could make our own. These were spot on. We are very happy with this product. Would highly recommend,5,positive,positive,0.9997760653495789,positive
"After being outshown by my siblings in year's past, I ordered these orchids for my mother for Valentine's Day. This was something of a risk, because (A) she claims to despise Valentine's Day, decrying it as commercial manipulation etc.; and (B) she has never liked orchids. Guess what? She loved these orchids. She's been reminding me how awesome they look on her side table every time I call. Not a bad return for the price! I'm writing this review because I'm thinking of ordering another batch.",5,positive,positive,0.8745434880256653,positive
"If you want a fun trip down memory lane, this is a great item to purchase and share while watching old 60's era movies (Born Free, Herbie the Love Bug, Thomasina, Mary Poppins, etc.).  Pick out a piece and flash back to the first time you ate it (or the last time!). Sadly, some of the items appear the same but do not taste so (i.e. wax lips, Pixy Sticks). There are some omissions (Jolly Ranchers, Sugar Babies, JuJuBes, JuJy Fruit) which were a staple of Saturday Afternoon Matinees. Now, if only someone would bring back the Bonomo Turkish Taffy!",3,positive,positive,0.9934232234954834,neutral
"After initially being somewhat disappointed with this product I figured out what was different than my own home made dough. All it was in need of was a little oil added to it. So, now when I make the dough, I usually add about 1 1/2 tablespoons of vegetable oil to the mixture and then proceed as directed. Now I am a happy cook with this product and can recommend it for purchase. Otherwise, it did taste more like a yeasty flour cake mix type product. Now it does not, and is certainly a time saver to making a quick pizza.",4,positive,negative,0.8102760314941406,positive
"I've been using this egg replacer for over a decade. First as a vegan and now just because I have a few friends allergic to eggs and it is easy to keep on hand. I prefer to use it in muffin, pancake and cake recipes that call for egg. I've used it both as instructed (combine with water first) and I've just sifted it with my dry ingredients and obtained excellent results. If you have a recipe for vegan cupcakes for example that tend to crumble, just add 1.5 teaspoons to the dry ingredients in your recipe and this just might fix the problem! Recently I found out that I have Celiacs and so I've also been using the egg replacer in gluten free recipes, also with excellent results!",5,positive,positive,0.9989292025566101,positive
"Please be aware that although dogs absolutely LOVE these treats, that they may have caused a recent unexplainable illness in our 9 month old Mastiff pup. He was getting 1 or 2 a day of these chicken jerky's for about a week and then suddenly became very lethargic, along with vomiting, diarrhea, and had no appetite ""except"" he would eat only these treats and drink water. Vet thinks he'll recover OK, but advised us to stop feeding them to our dogs. These are still ""Made in China"" and in 2007 reports had shown that dogs were getting sick from these and other brands, and there are still reported cases today. Just be careful and watch your pets closely if you are feeding them these. We will no longer feed these to any of our dogs, ever. Wish Dogswell would manufacturer these in the USA again.",1,negative,negative,0.9995501637458801,negative
"Red lentils (Masoor Dal in an Indian grocery) can be hard to find outside of specialty stores, and Bob's are fresh, clean, and tasty. They make delicious soups with an earthy flavor and great texture. My favorite recipe is made in the slow cooker with onion, celery, tumeric, coriander, and cumin. It is so simple and easy but I can't stop eating it! They are also good cooked with rice as is common in the Middle East and India.<br />Some people seem confused about the desired consistency of red lentils. Unlike the brown or green lentils that most of us are used to, red lentils have had their husks removed. This is why they cook so quickly. This also means that THEY WILL NATURALLY DISINTIGRATE INTO A PUREE. If you don't like this ""mushy"" texture, then you should probably stick to lentils that still have their seed coats.<br />All lentils are a great health food with lots of vitamins and fiber and huge amounts of iron and protein, making them especially important for vegetarians. I would give Bob's 5 stars if they were organic. I'm also a little puzzled about 27 oz being chosen as a unit size. But you can't argue with super saver shipping!",4,positive,positive,0.9985029697418213,positive
This flour is the most expensive flour that I have ever seen. It is also the best quality flour that I have ever purchased.  Breads and pizza come out much better than other bread flours that I have used.  It is good for you and has no additives. It is worth the cost.,5,positive,positive,0.9988082647323608,positive
"This is great stuff, but this deal is a ripoff.  I can buy this in my supermarket for 3.50, somehow I bought this, 3 for 32.00 plus 38.00 for shipping.  This is a rip off, rip off, rip off, do not send your money to this supplier.....",5,positive,negative,0.9993010759353638,positive
"I enjoy eating ramen, and noodles in general, and since the powers-that-be took away our lunch break, during the workday I end up surviving on microwave-only, or just-add-water items while sitting at my desk. I try to cycle through various brands and flavors and types.<br /><br />I've had other Myojo noodles before (the boil-in-a-pot-at-home variety) and they've always tasted great.<br /><br />The way this yakisoba is prepared is by first pulling open a designated corner to access the interior. You have to remove four small packets (seasoning/ingredients), lying on top of the dry noodles inside. You tear open and pour in the dried veggie packet. You pour in the boiling water...I used the hot water from a water cooler...and cover the top. It says to wait 3 minutes...I wait about 5 minutes since the water I'm using isn't as hot, but I guess it also depends on what you prefer for the consistency of your noodles. You then remove a sticker tab from the top, drain the noodles through the slits the sticker tab had covered, remove the top, and add and mix around the contents of the remaining three packets into the noodles and it's ready to eat. I hope I didn't make it sound like a complicated science experiment, but when you do it, it's actually pretty simple.<br /><br />Their fill-and-drain packaging works well, I've had other noodle bowls where the drain holes/slits were too big and the noodles fall out into the sink, or the water doesn't drain out properly.<br /><br />Flavor-wise, it's surprisingly good (from looking at the ingredients, it looks like it uses tuna product for flavor, not beef)...when I go out to eat, I order beef yakisoba, because the beef base provides the best flavor (or so I believe). My friend orders chicken yakisoba because she remembers some really tasty beef yakisoba her grandma used to make her, but she no longer eats beef. And the chicken yakisoba she orders always tastes bad (and she agrees).<br /><br />If you're a meat-lover, this yakisoba could be even better if it had some sort of meat-like bits to add extra texture.",5,positive,positive,0.5,positive
"Please do the research before choosing a formula. When my daughter was first born I used Earth's Best. Not being able to breastfeed I wanted to ensure she was getting the best formula possible. Imagine my surprise and horror after discovering the methods they use to extract this supposed healthy DHA and ARA. Hexane is highly toxic. It's a gimmick used to move product. Once I switched I knew I made the right choice, and my daughter did much better with this on top of it.",1,positive,negative,0.9979749321937561,negative
"Bought the nacho chips regularly for my kids but the last delivery came and there was not a non-GMO label on the package anymore, they still use organic corn but use non organic canola oil and any non organic canola is most likely Genetically Modified, which is something I do not want in my body.  Will not buy this product again.",1,negative,negative,0.9981721639633179,negative
"If you call Keurig and let them know you lost this item or it got damaged somehow, they will send you a replacement for free, whether you are on warranty or not. Because they don't sell this item individually, they send it to you complimentary. Saved me $30 bucks! Awesome company.",5,positive,positive,0.9977549910545349,positive
"For several years I could never understand why I could not get my mother's and grandmothers's old recipes to come out tasting the same way I remembered them to taste while growing up.  I said something to my mom one day and she asked what type of vanilla I was using and smiled when I told her it was just the basic stuff you get at the grocery store.  She told me to get some Watkins original vanilla extract and see if that helps.  Well, that was all it took!  I couldn't believe the difference and will never use any other vanilla again.",5,positive,positive,0.782857358455658,positive
"DO NOT WASTE YOUR MONEY! Marketing, marketing, marketing. That is all we have here. $55.00 (!!!) for 24 bottles? That's $2.30 per bottle. WASTE. Honestly, it's terrible. Stick with delicions tap water. All the nutrients you will ever need.",1,positive,negative,0.9971256852149963,negative
"This is really good stuff. Last long in the fridge, works great in machines, and there's no need for proofing (adding water to Active Dry yeast, and some flour, and letting it sit for a while before adding it to the rest of the mixture).<br /><br />Two things to remember:<br /><br />1. When using this, mix it well into the dry ingredients. If you just dump it into the water, it may clump together and you wind up with a clump of yeast in your bread. If you're using a bread machine, no worries, because if you follow the machine instructions (making a little ""volcano"" in the flour, putting yeast in the volcano hole) it'll do it for you.<br /><br />2. make no mistake, you're using mutant yeast. Instant yeast is created through protoplast fusion, where two different strains of yeast are combined into one. One of the types is usually a mutant yeast to begin with. any difference, health or taste wise? dunno. but once in a while i like to use cake yeast (the high-moisture ""fresh"" kind), or sourdough from my own starter (look on the net for instructions on how to make starters), and i like to think that i can taste the difference (and human history!)<br /><br />kev",5,positive,positive,0.8026700019836426,positive
"I'm training for my first marathon, and order a package of these after hearing good things about them on a message board about marathons.  I have to say, I've been very happy with how they work for me.  I was really having problems maintaining pace after the two hour mark, and had tried various gels, etc. but always seemed to lose about 2 minutes/mile off my pace after two hours.  It may have been training breakthrough, it may have been strictly pyschological, but after I started snacking on the beans at the 1:45 mark, I started sustaining pace, and have actually been able to knock out my last mile on the same pace as my opening mile.<br /><br />Of course, not garunteed to work for everyone, everyone's system processes these things differently, but for right now, I'm believing in the magic beans.",5,negative,negative,0.7251887321472168,positive
"I bought these as a way to supplement my meals, as well as get more fiber and protein.  First of all, these bars are fairly nutritious.  They are made of natural ingredients and whole grains, just like the cereal.  Each bar contains 6g of fiber and 9g of protein.  Considering most people in the United States don't get enough fiber, that is a very decent amount. Previously I was eating the Fiber One Bars Oats & Chocolate, 5-Count Boxes (Pack of 6).  While you get 3g more fiber in those bars, you only get 2g of Protein.  The Kashi bars are made of better (and more nutritious) ingredients, and they taste better as well.  Each bar has only 180 calories, but they are very filling due to the fiber and protein.<br /><br />Although a bar made of brown rice and oats doesn't sound very tasty, these are some of the best bars I've tried.  As the name implies, they're not chewy, but not too crunchy either.  Below is the main nutritional info:<br /><br />Calories  180<br />Total Fat  5g<br />  Sat fat  2g<br />Sodium  250mg<br />Carbs  30g<br />  FIBER  6g<br />PROTEIN  9g",5,positive,positive,0.9946734309196472,positive
"Thanks to a combination of Hi-Tor Neo Diet and Vita Gravy (and the sub-q fluids prescribed by the vet) my cat, who was given a diagnosis of advanced kidney failure and a certain impending death sentence two months ago, has amazed my vet and everyone in the vet's office. As a previous poster has already said, many renal failure cats are presribed the Hill's k/d or a/d diets and they absolutely hate it and won't eat it. My cat would not touch the stuff -- wouldn't even smell it -- I had to force feed him for weeks. I finally found the Hi-Tor Neo Diet, which is almost as low protein/phosphorous as the Hill's prescription diets. My cat loves it and is finally gaining back some weight. The vet had also prescribed some vitamin drops, which he also hates. Then I found ""Vita-Gravy"", which is also available at Pet Food Direct. He loves the taste of the Chicken Vita-Gravy mixed with the Hi-Tor Neo. Now he's getting the extra nutrition he needs to balance his blood levels, while really enjoying the taste! If your cat has renal failure and is refusing to eat, you might want to try this combo. Good luck! I hope your kitty fares as well as mine has so far.",5,positive,positive,0.9867225289344788,positive
"I was told by my NATURE PATH that this tea is BEST for me since I have a YEAST problem.  This tea is a BLOOD CLEANSER so I believe it would be good for all and if I have my information correct the PAU D'ARCO is the only tree in the RAIN FOREST that does not get FUNGUS hence good for CANDIDA YEAST.  You might want to check this information.  This tea is soothing and has a very different flavor, and I find it relaxing I do so enjoy the taste I also believe that knowing it is good for my BLOOD is another reason why I enjoy this tea so much.  The price was excellent and the product arrived on time and packaged well I would recommend this product HIGHLY",5,positive,positive,0.9989827275276184,positive
"This cat food is just the best!  I don't read ingredient lists for my own food nearly as often as I should for myself, but I read it for everything I feed my cats.  This is a great product and has been consistently good for several years now.",5,positive,positive,0.9998337030410767,positive
"Wolfgang Puck French Roast is a nice, bold (not too bold), flavorful cup of coffee.  If you like <a href=""http://www.amazon.com/gp/product/B001CHFSQ6"">Coffee People Extra Bold Organic, Dark Roast Coffee for Keurig Brewers, 24-Count K-Cups (Pack of 2)</a>, then you should like Wolfgang Puck's French Roast.<br /><br />This French Roast has a deep flavor with a hint of sweetness and a smooth finish - a good choice for a morning cup of coffee.<br /><br />Recommended.<br /><br />(Note to Manufacturer: as a consumer, I wish you would use real coffee descriptions(i.e., hints of xxx, smooth finish) rather than fluff advertising like ""Bring the aromas of France home with you and ""Profitez des bons moments"" (enjoy the good moments)!"" - what does that really mean? It took me awhile to decide to purchase this coffee because the description gave me zero idea of what to expect).",4,positive,positive,0.9969009160995483,positive
This Chocolate can be found at Dean & DeLuca at twice the price.<br />The packaging is a plain plastic bag....but the quality is good.<br />Put some in your coffee or Capuccino for a low calorie treat....at only 30 calories a serving...it seems like an indulgence.<br />Prompt shipping adds to the value.,5,positive,positive,0.9447096586227417,positive
"I germinate 2, not 3 tablespoons of broccoli seeds in one container (undivided). I allow the roots to extend into the drainage hole. I can easily hydrate the roots by spraying water across them, whenever I happen to be in the kitchen.<br /><br />Once the sprouts have matured and greened, I find the following helpful: Two to three times a day, flip the container over, and immerse the greens in a container of water to vigorously shake the seed caps loose. The roots will help keep the sprouts anchored in the box. I don't find the few seed caps that remain a problem - I simply eat them along with the greens.",5,positive,negative,0.9162754416465759,positive
"Our favorite rice blend by far, this mixture of brown rice grains is nutty and flavorful without any extra ""scents"" like jasmine, etc. or tastes that other grains could contribute.  Just plain old tasty, healthy rice.  Perfect with some stir fry or a roasted chicken breast.  Cooks well in the rice cooker.",5,positive,positive,0.9723857045173645,positive
"For the purpose of food, ""organic"" means raised or cultured without the use of pesticides and other chemicals.  It does not mean ""raised in a mythical land without pollution"" or even ""good for you.""  Lotus Foods looks to be a California company so my guess is that this was certified organic in the US, not China.  The objections of the other reviewer are silly -- sure, Chinese cities are polluted, and the country has many other problems, but this does not mean every kernel of rice from this vast expanse of geography is inedible.  I have eaten this rice and I love it; it has a great flavor and texture, and it holds together well if you want it to.  Its green color is visually pleasing.  And it is no more inherently unsafe based on being from somewhere in China than a carrot from North Carolina inherently tastes like cigarettes.",5,positive,positive,0.9939314126968384,positive
"This is one of the very few Gluten Free pastas that is so close to havng all the properties of ""real"" pasta that it's worth the extra expense. Most gf pastas can't be reheated without falling apart into a gluey mess. One that can be made into Mac/Cheese and not be a solid mass. At our house we even have been able to enjoy cold pasta salads again (though it needs to be eaten in a day or two). Have served this to non celiacs who have asked if it wasn't ""real"" and are amazed that it's not traditional wheat pastas. The texture is delicate but firm enough to hold it's shape. The taste is slightly different than traditional but with sauce (even a light one)you'd never know. Leave it to the Italians...they know their pasta...gf or not!",5,positive,positive,0.922720730304718,positive
"If you can get Madwoman Food's pre-made pie crust (and can afford them) they're THE best. But if you just want to make pie crust at home - this stuff is the bomb!  Makes a nicely textured, good-tasting pie crust. You'll never know it's GF!  Most of the others are hard as a rock and taste off to boot. Not this!",5,positive,positive,0.998006284236908,positive
"These are perfectly priced, perfectly sized little gems for all your Italian cooking.  The aroma is heavenly and the taste is divine.",5,positive,positive,0.9998897314071655,positive
"Perhaps I received a ""bad"" batch, because I found this tea to have a significant amount of dirt and debris.  I found sand-like grit, black and slightly metallic-looking  flecks (not in anyway related to the tea) and so far, one piece of some sort of fuzz-like fiber and some other cork-like debris.  I did not expect this.  As for the taste, it's okay; not our favorite gunpowder green, but for the price, the taste was acceptable.  Although, we felt it's a little too smokey, bitter and not enough ""grassy"".  I think this would be a good tea mixed with other things, such as mint.  A little of this goes a long way.  I'm not sure if I'd order this brand again, perhaps one more try sometime in the future.  Hope this helps!",3,positive,negative,0.8252606987953186,neutral
"This is good stuff, but I would like to point out that this tea is Taiwanese, not Japanese.  As far as I'm concerned, it's just as good as the Japanese and a lot cheaper, but truth in advertising is important.",5,positive,positive,0.9972846508026123,positive
"Vegan. Organic. Kosher. Not overly spicy for chili, but still some bite. Comparable to medium hot salsa. Fantastic over rice or pasta or with tortilla chips. Wonderful vegan taco filling. Also available in spicy <a href=""http://www.amazon.com/gp/product/B000G1CQ00"">Amy's Organic Spicy Chili, 14.7 Ounces (Pack of 12)</a> and lower sodium <a href=""http://www.amazon.com/gp/product/B000G176EQ"">Amy's Light in Sodium Organic Medium Chili, 14.7-Ounce Can (Pack of 12)</a>. Six star company. Another vegan wonder from Amy's kitchen! This review is out there for those for whom this makes a difference. See all of my reviews for more great choices. Check out ""Vegan Grocery Favorites"" and ""Vegan Grocery Top Ten"" in Listmania. Your ""helpful"" votes count and will be greatly appreciated to benefit the search of others. Thank you.",5,positive,positive,0.9991984963417053,positive
